source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_over_error,phot_bp_mean_mag,phot_rp_mean_mag
137358208088160768,45.03534817726332,35.56621056229167,0.3318163069768809,0.5008782542390074,-2.652141406823895,18.396357,1.1524696,2.0274916,18.911026,17.758556
137358315462270848,45.07926071022706,35.595339658917474,,,,16.450174,1.196497,,16.551,15.354504
137358620405032960,45.034717119432095,35.61115477548362,,,,20.977942,1.5810871,,21.79317,20.212084
137358865218010112,44.99210336462333,35.5876741305981,0.875104493414456,10.691464158703994,-0.6341008725331865,13.965875,0.99992085,41.696873,14.382794,13.382874
137359582477819136,44.97480911848631,35.64000746140111,,,,20.611738,0.87013626,,20.719492,19.849356
137359685556927872,45.006250103180214,35.655920429758766,0.8236518792159361,-2.427146378568854,-8.893675477009593,19.922106,2.5281715,1.509763,21.290005,18.761833
137359758571204864,45.003997879765016,35.66732581590667,1.5366472867218963,19.032858256247117,-24.446174124680084,13.759118,1.132308,79.99166,14.2419815,13.1096735
138485521039292416,49.19465887076949,37.12913852446311,1.3420742667050396,0.4153615920864436,0.5204942283439028,20.815578,1.3643703,1.3321316,21.295938,19.931568
138485521039713664,49.19793262955894,37.134042258436274,-0.5741893207204593,-0.7045388733411515,-0.08768199141641864,19.24822,,-1.9894085,,
138485521039713792,49.19160138625982,37.132184422987756,0.5977597088849794,1.1650920015639865,-2.0375361065919693,13.426784,0.58487225,36.356888,13.647392,13.06252
138757474073200768,46.89938516844527,36.14418857385286,0.7139672045427627,-1.6483494037840707,-1.8606755033332676,19.565947,1.3032894,1.8457537,20.2267,18.92341
138758199921646208,46.916838329673,36.20556499827102,1.8922163263174423,25.737581846061012,-6.368610751863744,19.865356,2.29945,3.583504,21.01893,18.71948
138762116932806784,47.163865432860405,36.25904591620827,,,,20.897753,1.596899,,21.504274,19.907375
138763005991105536,47.03904863184669,36.2104083891062,,,,20.57213,0.808651,,20.750114,19.941463
